0,92,68
1,79,57
2,79,57
3,79,57
4,79,57
5,79,57
6,79,57
7,79,57
8,79,57
9,79,56
10,79,56
11,79,56
12,80,55
13,80,55
14,80,54
15,81,54
16,81,53
17,82,53
18,82,53
19,82,52
20,83,52
21,83,51
22,84,51
23,84,51
24,85,50
25,85,50
26,86,50
27,86,50
28,87,49
29,87,49
30,87,49
31,88,49
32,88,49
33,88,49
34,88,49
35,88,49
36,88,49
37,88,49
38,88,49
39,87,49
40,86,50
41,85,50
42,83,50
43,81,51
44,79,52
45,76,52
46,73,53
47,70,54
48,66,55
49,64,56
50,61,56
51,58,57
52,56,58
53,55,58
54,55,59
55,56,59
56,57,59
57,59,59
58,60,59
59,62,59
60,63,60
61,64,60
62,64,60
63,64,59
64,63,59
65,63,59
66,62,59
67,61,59
68,61,59
69,60,59
70,60,58
71,60,58
72,60,57
73,60,56
74,61,55
75,61,55
76,62,54
77,63,53
78,64,52
79,66,52
80,67,51
81,69,51
82,71,50
83,73,50
84,76,49
85,78,49
86,80,49
87,83,49
88,85,49
89,87,49
90,88,48
91,90,48
92,91,48
93,92,48
94,93,48
95,93,48
96,93,48
97,93,49
98,93,49
99,92,49
100,91,50
101,89,50
102,87,51
103,85,51
104,83,52
105,81,52
106,79,52
107,77,52
108,76,52
109,75,52
110,74,52
111,73,51
112,72,51
113,71,51
114,71,51
115,71,51
116,70,51
117,70,51
118,70,51
119,70,51
120,70,52
121,70,52
122,70,52
123,70,52
124,70,52
125,70,52
126,70,52
127,70,52
128,70,52
129,70,52
130,70,52
131,70,52
132,69,52
133,69,52
134,69,52
135,69,52
136,70,52
137,70,53
138,71,53
139,71,53
140,72,52
141,72,52
142,73,52
143,73,52
144,74,52
145,74,52
146,74,52
147,75,52
148,75,52
149,75,52
150,75,52
151,75,52
152,75,52
153,75,52
154,75,52
155,75,52
156,75,52
157,75,52
158,75,52
159,75,52
160,75,53
161,75,53
162,75,53
163,75,54
164,75,54
165,75,54
166,75,54
167,76,54
168,76,54
169,76,54
170,76,54
171,76,55
172,76,55
173,77,55
174,77,55
175,77,55
176,77,55
177,77,55
178,77,55
179,78,54
180,78,54
181,78,54
182,79,54
183,79,53
184,80,53
185,80,53
186,81,53
187,82,53
188,83,53
189,84,54
190,86,54
191,86,54
192,87,54
193,88,55
194,89,55
195,90,55
196,91,55
197,92,55
198,94,56
199,95,56
200,96,56
201,97,56
202,98,56
203,98,56
204,99,55
205,100,54
206,101,53
207,101,52
208,101,51
209,100,50
210,98,49
211,96,48
212,92,48
213,88,47
214,83,47
215,79,47
216,75,47
217,71,47
218,67,47
219,63,47
220,60,47
221,58,47
222,56,48
223,55,48
224,54,48
225,53,49
226,53,49
227,53,49
228,54,50
229,56,50
230,58,51
231,61,52
232,64,52
233,67,53
234,70,53
235,72,53
236,74,53
237,76,53
238,77,53
239,78,53
240,79,53
241,80,53
242,81,53
243,81,53
244,81,53
245,81,52
246,81,52
247,80,52
248,79,52
249,79,51
250,78,51
251,77,51
252,76,51
253,75,51
254,74,51
255,74,51
256,73,50
